address,location,type,price,listing_image,beds,baths,half_baths,square_feet,brokerage,attribution
"21-59 44th Drive, 5A, Queens, NY 11101",LONG ISLAND CITY,APARTMENT BUILDING,5500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724526/mediarouting.vestahub.com/Media/140058483?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"100 Claremont Avenue, 32D, Manhattan, NY 10027",MORNINGSIDE HEIGHTS,CONDO,8500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7723972/mediarouting.vestahub.com/Media/140082246?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"Horatio Street, Manhattan, NY 10014",WEST VILLAGE,APARTMENT BUILDING,6495,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2285076/mediarouting.vestahub.com/Media/140234041?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"631 East 9th Street, 6B, Manhattan, NY 10009",EAST VILLAGE,CONDO,6450,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724443/mediarouting.vestahub.com/Media/140053027?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"7 East 30th Street, 7B, Manhattan, NY 10016",NOMAD,APARTMENT BUILDING,4200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724061/mediarouting.vestahub.com/Media/139992379?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"356 7th Avenue, 3, Brooklyn, NY 11215",SOUTH SLOPE,APARTMENT BUILDING,5900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724619/mediarouting.vestahub.com/Media/140073484?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"85 BROADWAY, 3-A, Jc, Journal Square, NJ 07306","JC, JOURNAL SQUARE",RENTAL,2800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/NJ_HCMLS:230019658/a088698174cb6ebcaf9f97188ba11485?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Olymp Us Realty Group Llc,Not listed
"502 Halsey Street, Brooklyn, NY 11233",BEDFORD - STUYVESANT,SINGLE FAMILY TOWNHOUSE,6000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724193/mediarouting.vestahub.com/Media/140167305?w=3840&q=75,3,2,1,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"604 Remsen Avenue, Canarsie, NY 11236",CANARSIE,RENTAL,2500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3517754/dfa8a8e9e282ea123a819591f9604e61?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Fave Realty Inc,Not listed
"43-12 Broadway, 3, Astoria, NY 11103",ASTORIA,RENTAL,3800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3517656/3bd07adeac0cd9888f7497915aee4e31?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Realty Executives Today,Not listed
"461 East New York Avenue, FL6FL7ROOF, Brooklyn, NY 11225",WINGATE,CONDO,13000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724495/mediarouting.vestahub.com/Media/140056025?w=3840&q=75,Not listed,4,4,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"461 East New York Avenue, FL3, Brooklyn, NY 11225",WINGATE,CONDO,7000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724494/mediarouting.vestahub.com/Media/140055838?w=3840&q=75,Not listed,2,2,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"461 East New York Avenue, FL4FL5, Brooklyn, NY 11225",WINGATE,CONDO,12000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724493/mediarouting.vestahub.com/Media/140056836?w=3840&q=75,Not listed,4,4,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"461 East New York Avenue, FL0FL1FL2, Brooklyn, NY 11225",WINGATE,CONDO,13000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724491/mediarouting.vestahub.com/Media/140055556?w=3840&q=75,Not listed,3,3,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"217 East 96th Street, 31G, Manhattan, NY 10128",YORKVILLE,CONDOP,4695,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724476/mediarouting.vestahub.com/Media/140061628?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"531 West 149th Street, GARDEN, Manhattan, NY 10031",HAMILTON HEIGHTS,APARTMENT BUILDING,2600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724454/mediarouting.vestahub.com/Media/140054114?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"2409 Grand Concourse, 8, Bronx, NY 10468",FORDHAM,APARTMENT BUILDING,3335,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724441/mediarouting.vestahub.com/Media/140062444?w=3840&q=75,4,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"2217 Avenue Y, 1R, Brooklyn, NY 11235",SHEEPSHEAD BAY,APARTMENT BUILDING,3400,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724215/mediarouting.vestahub.com/Media/140055391?w=3840&q=75,5,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"175 West 90th Street, 18H, Manhattan, NY 10024",UPPER WEST SIDE,CONDO,4950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724154/mediarouting.vestahub.com/Media/140005090?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"241 East 76th Street, 3G, Manhattan, NY 10075",LENOX HILL,CO-OP,2850,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724151/mediarouting.vestahub.com/Media/140041571?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"175 West 90th Street, 5D, Manhattan, NY 10024",UPPER WEST SIDE,CONDO,3650,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724134/mediarouting.vestahub.com/Media/140002930?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"East 78th Street, Manhattan, NY 10021",LENOX HILL,APARTMENT BUILDING,3095,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2285651/mediarouting.vestahub.com/Media/140446592?w=3840&q=75,2,1,Not listed,Not listed,Not listed,Not listed
"East 67th Street, Manhattan, NY 10021",LENOX HILL,APARTMENT BUILDING,4800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2284021/mediarouting.vestahub.com/Media/140171714?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"East 39th Street, Manhattan, NY 10016",MURRAY HILL,APARTMENT BUILDING,3825,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2287048/mediarouting.vestahub.com/Media/140611976?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"West 38th Street, Manhattan, NY 10018",CHELSEA/HUDSON YARDS,APARTMENT BUILDING,4854,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2285500/mediarouting.vestahub.com/Media/140371491?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"East 81st Street, Manhattan, NY 10028",YORKVILLE,APARTMENT BUILDING,2395,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2283781/mediarouting.vestahub.com/Media/140070888?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"Address Withheld By Seller, Canarsie, NY 11236",CANARSIE,RENTAL,2700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3517555/3d712c711fc946a61b2d190d76dcf60f?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Home And Hearth Of Long Island,Not listed
"5219 Avenue K, Old Mill Basin, NY 11234",OLD MILL BASIN,RENTAL,3000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3517519/dea85febcf2c12a5d2848067f0bf414c?w=3840&q=75,3,1,1,Not listed,Courtesy of Harmony Homes Rlty Group Llc,Not listed
"2216 Kimball Street, Canarsie, NY 11236",CANARSIE,COMMERCIAL,2500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3517514/ec14ad09aeabeee5ce97298df3134876?w=3840&q=75,Not listed,Not listed,Not listed,Not listed,Courtesy of Homes Nyc Group Inc,Not listed
"3303 Avenue N, Marine Park, NY 11234",MARINE PARK,COMMERCIAL,4500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3517471/f920d0667347d1378c37f3bdc1337f67?w=3840&q=75,Not listed,Not listed,Not listed,Not listed,Courtesy of Judy Z Etman,Not listed
"14-43 31st Avenue, Astoria, NY 11106",ASTORIA,RENTAL,2900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3517385/dd2d1f7344085de6f6c90bd3a3b04d84?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Ny Space Finders Inc,Not listed
"1516 Park Avenue, 7G, Manhattan, NY 10029",SOUTH HARLEM,APARTMENT BUILDING,3250,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724388/mediarouting.vestahub.com/Media/140046788?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"71 Park Avenue, 10AB, Manhattan, NY 10016",MURRAY HILL,CONDO,15000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724375/mediarouting.vestahub.com/Media/140046746?w=3840&q=75,3,3,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"163 North 6th Street, A12, Brooklyn, NY 11211",WILLIAMSBURG,APARTMENT BUILDING,6500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724372/mediarouting.vestahub.com/Media/140046140?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"100 West 93rd Street, 17C, Manhattan, NY 10025",UPPER WEST SIDE,CONDO,4200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724322/mediarouting.vestahub.com/Media/140580361?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"417 East 57th Street, 7B, Manhattan, NY 10022",SUTTON AREA,APARTMENT BUILDING,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724205/mediarouting.vestahub.com/Media/140030767?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"719 Dean Street, 3R, Brooklyn, NY 11238",PROSPECT HEIGHTS,APARTMENT BUILDING,4800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724190/mediarouting.vestahub.com/Media/140456544?w=3840&q=75,2,1,1,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"23-15 44th Drive, 1006, Queens, NY 11101",LONG ISLAND CITY,CONDO,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7723807/mediarouting.vestahub.com/Media/140043513?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"807 8th Avenue, 3F, Brooklyn, NY 11215",PARK SLOPE,APARTMENT BUILDING,3795,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7723437/mediarouting.vestahub.com/Media/139931619?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"120 Bennett Avenue, 5K, Manhattan, NY 10033",WASHINGTON HEIGHTS,CO-OP,3100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7723431/mediarouting.vestahub.com/Media/140045030?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"26 Broome Street, 1, Brooklyn, NY 11222",GREENPOINT,APARTMENT BUILDING,7500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7721361/mediarouting.vestahub.com/Media/140006161?w=3840&q=75,4,3,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"217 East 96th Street, 29B, Manhattan, NY 10128",YORKVILLE,CONDOP,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7719200/mediarouting.vestahub.com/Media/140042562?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"West 15th Street, Manhattan, NY 10011",CHELSEA/HUDSON YARDS,CO-OP,4725,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2283771/mediarouting.vestahub.com/Media/140068377?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"West 15th Street, Manhattan, NY 10011",CHELSEA/HUDSON YARDS,CO-OP,4695,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2283770/mediarouting.vestahub.com/Media/140068375?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"York Avenue, Manhattan, NY 10021",LENOX HILL,APARTMENT BUILDING,6195,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2283956/mediarouting.vestahub.com/Media/140154015?w=3840&q=75,1,1,1,Not listed,Not listed,Not listed
"Columbus Avenue, Manhattan, NY 10025",UPPER WEST SIDE,APARTMENT BUILDING,3768,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2283822/mediarouting.vestahub.com/Media/140087973?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"823 Carroll Street, GDN, Brooklyn, NY 11215",PARK SLOPE,APARTMENT BUILDING,5650,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724198/mediarouting.vestahub.com/Media/140023859?w=3840&q=75,2,1,1,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"333 East 46th Street, 9E, Manhattan, NY 10017",MIDTOWN EAST,CO-OP,3200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7723763/mediarouting.vestahub.com/Media/140001230?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"East 27th Street, Manhattan, NY 10016",KIPS BAY,APARTMENT BUILDING,4609,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2285292/mediarouting.vestahub.com/Media/140307144?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"234 Dorset Street, 2, Canarsie, NY 11236",CANARSIE,RENTAL,3200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3517273/31ba8fa84a10148878ebea5e63cd0f30?w=3840&q=75,2,1,1,Not listed,Courtesy of Panache Realty Co,Not listed
"27 South Portland Avenue, 4, Brooklyn, NY 11217",FORT GREENE,CO-OP,5400,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724202/mediarouting.vestahub.com/Media/140023928?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"500 East 73rd Street, D1, Manhattan, NY 10021",LENOX HILL,APARTMENT BUILDING,2450,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724157/mediarouting.vestahub.com/Media/140005153?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"229 Berry Street, 1, Brooklyn, NY 11249",WILLIAMSBURG,APARTMENT BUILDING,4000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724117/mediarouting.vestahub.com/Media/140018008?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"500 West 43rd Street, PHF, Manhattan, NY 10036",CLINTON,CONDO,4500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7722751/mediarouting.vestahub.com/Media/140027121?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"Avenue A, Manhattan, NY 10009",EAST VILLAGE,APARTMENT BUILDING,4495,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2285574/mediarouting.vestahub.com/Media/140397246?w=3840&q=75,2,1,Not listed,Not listed,Not listed,Not listed
"918 Van Sinderen Avenue, Canarsie, NY 11236",CANARSIE,COMMERCIAL,8000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3517556/58e46d1d218b97e1ca959c39bc675c4f?w=3840&q=75,Not listed,Not listed,Not listed,Not listed,Courtesy of Keller Williams Points North,Not listed
"1509 Royce Street, Bergen Beach, NY 11234",BERGEN BEACH,RENTAL,3200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3517124/9b366d397eff6aae8908d4dc37148912?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Moving Keyz Realty,Not listed
"509 Third Avenue, 26C, Manhattan, NY 10016",MURRAY HILL,APARTMENT BUILDING,8900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/PropertyAPI/NewTaxi/1099713/mediarouting.vestahub.com/Media/137464939?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"1831 Madison Avenue, 7L, Manhattan, NY 10035",SOUTH HARLEM,CO-OP,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724145/mediarouting.vestahub.com/Media/140004972?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"509 Third Avenue, 25C, Manhattan, NY 10016",MURRAY HILL,APARTMENT BUILDING,12380,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724140/mediarouting.vestahub.com/Media/140007697?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"509 Third Avenue, 18D, Manhattan, NY 10016",MURRAY HILL,APARTMENT BUILDING,8200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724137/mediarouting.vestahub.com/Media/140004956?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"509 Third Avenue, 25B, Manhattan, NY 10016",MURRAY HILL,APARTMENT BUILDING,5730,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724135/mediarouting.vestahub.com/Media/140003017?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"50 North 5th Street, 7NW, Brooklyn, NY 11249",WILLIAMSBURG,APARTMENT BUILDING,8655,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724094/mediarouting.vestahub.com/Media/140004173?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"509 Third Avenue, 6N, Manhattan, NY 10016",MURRAY HILL,APARTMENT BUILDING,4320,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724053/mediarouting.vestahub.com/Media/140002886?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"509 Third Avenue, 5J, Manhattan, NY 10016",MURRAY HILL,APARTMENT BUILDING,4190,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724041/mediarouting.vestahub.com/Media/140007678?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"340 West 57th Street, 14A, Manhattan, NY 10019",CLINTON,CONDO,5495,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7723539/mediarouting.vestahub.com/Media/139988029?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"211 Mcguinness Boulevard, 419, Brooklyn, NY 11222",GREENPOINT,APARTMENT BUILDING,3995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7723480/mediarouting.vestahub.com/Media/139935269?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"242 East 50th Street, 3C, Manhattan, NY 10022",MIDTOWN EAST,APARTMENT BUILDING,4995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"330 East 52Nd Street, 64, Manhattan, NY 10022",MIDTOWN EAST,APARTMENT BUILDING,2995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"Grove Street, Manhattan, NY 10014",WEST VILLAGE,APARTMENT BUILDING,4195,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2283773/mediarouting.vestahub.com/Media/140068410?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"East 56th Street, Manhattan, NY 10022",SUTTON AREA,APARTMENT BUILDING,6295,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2286731/mediarouting.vestahub.com/Media/140495515?w=3840&q=75,2,1,1,Not listed,Not listed,Not listed
"Third Avenue, Manhattan, NY 10021",LENOX HILL,APARTMENT BUILDING,15500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2285518/mediarouting.vestahub.com/Media/140376077?w=3840&q=75,3,3,1,Not listed,Not listed,Not listed
"West 66th Street, Manhattan, NY 10023",UPPER WEST SIDE,APARTMENT BUILDING,8495,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2285263/mediarouting.vestahub.com/Media/140286003?w=3840&q=75,2,1,Not listed,Not listed,Not listed,Not listed
"1209 E 93rd Street, Fl, Canarsie, NY 11236",CANARSIE,RENTAL,3000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3516927/f13b86b77aab33632d3649a696a700cc?w=3840&q=75,3,2,Not listed,Not listed,Courtesy of Johnson Elite R E Group Inc,Not listed
"42-37 27th Street, 7A, Queens, NY 11101",LONG ISLAND CITY,CONDO,3100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7724013/mediarouting.vestahub.com/Media/140537069?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
